grafana  | ✔ Downloaded and extracted grafana-opensearch-datasource v2.24.0 zip successfully to /var/lib/grafana/plugins/grafana-opensearch-datasource
grafana  | logger=migrator t=2025-04-11T12:35:49.585655545Z level=info msg="Migration successfully executed" id="drop index IDX_api_key_account_id - v1" duration=334.375µs
grafana  | logger=migrator t=2025-04-11T12:35:49.58728567Z level=info msg="Executing migration" id="drop index UQE_api_key_key - v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.587595587Z level=info msg="Migration successfully executed" id="drop index UQE_api_key_key - v1" duration=310.541µs
grafana  | logger=migrator t=2025-04-11T12:35:49.589000503Z level=info msg="Executing migration" id="drop index UQE_api_key_account_id_name - v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.589359587Z level=info msg="Migration successfully executed" id="drop index UQE_api_key_account_id_name - v1" duration=355.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.591403462Z level=info msg="Executing migration" id="Rename table api_key to api_key_v1 - v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.594324253Z level=info msg="Migration successfully executed" id="Rename table api_key to api_key_v1 - v1" duration=2.920208ms
grafana  | logger=migrator t=2025-04-11T12:35:49.596312253Z level=info msg="Executing migration" id="create api_key table v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.596704295Z level=info msg="Migration successfully executed" id="create api_key table v2" duration=392.542µs
grafana  | logger=migrator t=2025-04-11T12:35:49.599488753Z level=info msg="Executing migration" id="create index IDX_api_key_org_id - v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.599944628Z level=info msg="Migration successfully executed" id="create index IDX_api_key_org_id - v2" duration=457µs
grafana  | logger=migrator t=2025-04-11T12:35:49.600990503Z level=info msg="Executing migration" id="create index UQE_api_key_key - v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.60131392Z level=info msg="Migration successfully executed" id="create index UQE_api_key_key - v2" duration=320.208µs
grafana  | logger=migrator t=2025-04-11T12:35:49.60235842Z level=info msg="Executing migration" id="create index UQE_api_key_org_id_name - v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.602643003Z level=info msg="Migration successfully executed" id="create index UQE_api_key_org_id_name - v2" duration=287.667µs
grafana  | logger=migrator t=2025-04-11T12:35:49.603865212Z level=info msg="Executing migration" id="copy api_key v1 to v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.603996087Z level=info msg="Migration successfully executed" id="copy api_key v1 to v2" duration=131.166µs
grafana  | logger=migrator t=2025-04-11T12:35:49.604918962Z level=info msg="Executing migration" id="Drop old table api_key_v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.60515192Z level=info msg="Migration successfully executed" id="Drop old table api_key_v1" duration=232.417µs
grafana  | logger=migrator t=2025-04-11T12:35:49.607925712Z level=info msg="Executing migration" id="Update api_key table charset"
grafana  | logger=migrator t=2025-04-11T12:35:49.607943128Z level=info msg="Migration successfully executed" id="Update api_key table charset" duration=18.542µs
grafana  | logger=migrator t=2025-04-11T12:35:49.609660337Z level=info msg="Executing migration" id="Add expires to api_key table"
grafana  | logger=migrator t=2025-04-11T12:35:49.610821587Z level=info msg="Migration successfully executed" id="Add expires to api_key table" duration=1.1615ms
grafana  | logger=migrator t=2025-04-11T12:35:49.612472545Z level=info msg="Executing migration" id="Add service account foreign key"
grafana  | logger=migrator t=2025-04-11T12:35:49.613704587Z level=info msg="Migration successfully executed" id="Add service account foreign key" duration=1.232083ms
grafana  | logger=migrator t=2025-04-11T12:35:49.615475587Z level=info msg="Executing migration" id="set service account foreign key to nil if 0"
grafana  | logger=migrator t=2025-04-11T12:35:49.615634628Z level=info msg="Migration successfully executed" id="set service account foreign key to nil if 0" duration=160.459µs
grafana  | logger=migrator t=2025-04-11T12:35:49.617372253Z level=info msg="Executing migration" id="Add last_used_at to api_key table"
grafana  | logger=migrator t=2025-04-11T12:35:49.618813045Z level=info msg="Migration successfully executed" id="Add last_used_at to api_key table" duration=1.440833ms
grafana  | logger=migrator t=2025-04-11T12:35:49.620373837Z level=info msg="Executing migration" id="Add is_revoked column to api_key table"
grafana  | logger=migrator t=2025-04-11T12:35:49.62170117Z level=info msg="Migration successfully executed" id="Add is_revoked column to api_key table" duration=1.327042ms
grafana  | logger=migrator t=2025-04-11T12:35:49.624399628Z level=info msg="Executing migration" id="create dashboard_snapshot table v4"
grafana  | logger=migrator t=2025-04-11T12:35:49.624826712Z level=info msg="Migration successfully executed" id="create dashboard_snapshot table v4" duration=427.792µs
grafana  | logger=migrator t=2025-04-11T12:35:49.626467878Z level=info msg="Executing migration" id="drop table dashboard_snapshot_v4 #1"
grafana  | logger=migrator t=2025-04-11T12:35:49.626755378Z level=info msg="Migration successfully executed" id="drop table dashboard_snapshot_v4 #1" duration=288.333µs
grafana  | logger=migrator t=2025-04-11T12:35:49.628868878Z level=info msg="Executing migration" id="create dashboard_snapshot table v5 #2"
grafana  | logger=migrator t=2025-04-11T12:35:49.629364337Z level=info msg="Migration successfully executed" id="create dashboard_snapshot table v5 #2" duration=496.459µs
grafana  | logger=migrator t=2025-04-11T12:35:49.63102542Z level=info msg="Executing migration" id="create index UQE_dashboard_snapshot_key - v5"
grafana  | logger=migrator t=2025-04-11T12:35:49.631438253Z level=info msg="Migration successfully executed" id="create index UQE_dashboard_snapshot_key - v5" duration=417.708µs
grafana  | logger=migrator t=2025-04-11T12:35:49.633158753Z level=info msg="Executing migration" id="create index UQE_dashboard_snapshot_delete_key - v5"
grafana  | logger=migrator t=2025-04-11T12:35:49.633555045Z level=info msg="Migration successfully executed" id="create index UQE_dashboard_snapshot_delete_key - v5" duration=393.333µs
grafana  | logger=migrator t=2025-04-11T12:35:49.635255295Z level=info msg="Executing migration" id="create index IDX_dashboard_snapshot_user_id - v5"
grafana  | logger=migrator t=2025-04-11T12:35:49.635671878Z level=info msg="Migration successfully executed" id="create index IDX_dashboard_snapshot_user_id - v5" duration=409.209µs
grafana  | logger=migrator t=2025-04-11T12:35:49.637721503Z level=info msg="Executing migration" id="alter dashboard_snapshot to mediumtext v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.63776292Z level=info msg="Migration successfully executed" id="alter dashboard_snapshot to mediumtext v2" duration=42.125µs
grafana  | logger=migrator t=2025-04-11T12:35:49.639685128Z level=info msg="Executing migration" id="Update dashboard_snapshot table charset"
grafana  | logger=migrator t=2025-04-11T12:35:49.63970142Z level=info msg="Migration successfully executed" id="Update dashboard_snapshot table charset" duration=22.834µs
grafana  | logger=migrator t=2025-04-11T12:35:49.641323712Z level=info msg="Executing migration" id="Add column external_delete_url to dashboard_snapshots table"
grafana  | logger=migrator t=2025-04-11T12:35:49.643055795Z level=info msg="Migration successfully executed" id="Add column external_delete_url to dashboard_snapshots table" duration=1.73125ms
grafana  | logger=migrator t=2025-04-11T12:35:49.64457142Z level=info msg="Executing migration" id="Add encrypted dashboard json column"
grafana  | logger=migrator t=2025-04-11T12:35:49.645800753Z level=info msg="Migration successfully executed" id="Add encrypted dashboard json column" duration=1.229ms
grafana  | logger=migrator t=2025-04-11T12:35:49.64746142Z level=info msg="Executing migration" id="Change dashboard_encrypted column to MEDIUMBLOB"
grafana  | logger=migrator t=2025-04-11T12:35:49.64750642Z level=info msg="Migration successfully executed" id="Change dashboard_encrypted column to MEDIUMBLOB" duration=45.667µs
grafana  | logger=migrator t=2025-04-11T12:35:49.649245795Z level=info msg="Executing migration" id="create quota table v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.64976542Z level=info msg="Migration successfully executed" id="create quota table v1" duration=518.709µs
grafana  | logger=migrator t=2025-04-11T12:35:49.651563545Z level=info msg="Executing migration" id="create index UQE_quota_org_id_user_id_target - v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.651942503Z level=info msg="Migration successfully executed" id="create index UQE_quota_org_id_user_id_target - v1" duration=378.708µs
grafana  | logger=migrator t=2025-04-11T12:35:49.653892212Z level=info msg="Executing migration" id="Update quota table charset"
grafana  | logger=migrator t=2025-04-11T12:35:49.653909712Z level=info msg="Migration successfully executed" id="Update quota table charset" duration=18.291µs
grafana  | logger=migrator t=2025-04-11T12:35:49.658110795Z level=info msg="Executing migration" id="create plugin_setting table"
grafana  | logger=migrator t=2025-04-11T12:35:49.658547295Z level=info msg="Migration successfully executed" id="create plugin_setting table" duration=433.292µs
grafana  | logger=migrator t=2025-04-11T12:35:49.660433462Z level=info msg="Executing migration" id="create index UQE_plugin_setting_org_id_plugin_id - v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.66095367Z level=info msg="Migration successfully executed" id="create index UQE_plugin_setting_org_id_plugin_id - v1" duration=520.834µs
grafana  | logger=migrator t=2025-04-11T12:35:49.662639087Z level=info msg="Executing migration" id="Add column plugin_version to plugin_settings"
grafana  | logger=migrator t=2025-04-11T12:35:49.663952462Z level=info msg="Migration successfully executed" id="Add column plugin_version to plugin_settings" duration=1.313167ms
grafana  | logger=migrator t=2025-04-11T12:35:49.665650128Z level=info msg="Executing migration" id="Update plugin_setting table charset"
grafana  | logger=migrator t=2025-04-11T12:35:49.665667462Z level=info msg="Migration successfully executed" id="Update plugin_setting table charset" duration=14.208µs
grafana  | logger=migrator t=2025-04-11T12:35:49.668385128Z level=info msg="Executing migration" id="update NULL org_id to 1"
grafana  | logger=migrator t=2025-04-11T12:35:49.668564212Z level=info msg="Migration successfully executed" id="update NULL org_id to 1" duration=179.583µs
grafana  | logger=migrator t=2025-04-11T12:35:49.669735587Z level=info msg="Executing migration" id="make org_id NOT NULL and DEFAULT VALUE 1"
grafana  | logger=migrator t=2025-04-11T12:35:49.673628753Z level=info msg="Migration successfully executed" id="make org_id NOT NULL and DEFAULT VALUE 1" duration=3.891625ms
grafana  | logger=migrator t=2025-04-11T12:35:49.67537767Z level=info msg="Executing migration" id="create session table"
grafana  | logger=migrator t=2025-04-11T12:35:49.675768878Z level=info msg="Migration successfully executed" id="create session table" duration=392.084µs
grafana  | logger=migrator t=2025-04-11T12:35:49.67854467Z level=info msg="Executing migration" id="Drop old table playlist table"
grafana  | logger=migrator t=2025-04-11T12:35:49.67859317Z level=info msg="Migration successfully executed" id="Drop old table playlist table" duration=49.417µs
grafana  | logger=migrator t=2025-04-11T12:35:49.680449045Z level=info msg="Executing migration" id="Drop old table playlist_item table"
grafana  | logger=migrator t=2025-04-11T12:35:49.680488962Z level=info msg="Migration successfully executed" id="Drop old table playlist_item table" duration=40.625µs
grafana  | logger=migrator t=2025-04-11T12:35:49.682056962Z level=info msg="Executing migration" id="create playlist table v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.682439795Z level=info msg="Migration successfully executed" id="create playlist table v2" duration=383.291µs
grafana  | logger=migrator t=2025-04-11T12:35:49.685044003Z level=info msg="Executing migration" id="create playlist item table v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.685439462Z level=info msg="Migration successfully executed" id="create playlist item table v2" duration=395.667µs
grafana  | logger=migrator t=2025-04-11T12:35:49.687213337Z level=info msg="Executing migration" id="Update playlist table charset"
grafana  | logger=migrator t=2025-04-11T12:35:49.687237003Z level=info msg="Migration successfully executed" id="Update playlist table charset" duration=15.667µs
grafana  | logger=migrator t=2025-04-11T12:35:49.688626503Z level=info msg="Executing migration" id="Update playlist_item table charset"
grafana  | logger=migrator t=2025-04-11T12:35:49.68863967Z level=info msg="Migration successfully executed" id="Update playlist_item table charset" duration=13.708µs
grafana  | logger=migrator t=2025-04-11T12:35:49.690104462Z level=info msg="Executing migration" id="Add playlist column created_at"
grafana  | logger=migrator t=2025-04-11T12:35:49.69149542Z level=info msg="Migration successfully executed" id="Add playlist column created_at" duration=1.393916ms
grafana  | logger=migrator t=2025-04-11T12:35:49.69311292Z level=info msg="Executing migration" id="Add playlist column updated_at"
grafana  | logger=migrator t=2025-04-11T12:35:49.694532962Z level=info msg="Migration successfully executed" id="Add playlist column updated_at" duration=1.420083ms
grafana  | logger=migrator t=2025-04-11T12:35:49.696156378Z level=info msg="Executing migration" id="drop preferences table v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.69620042Z level=info msg="Migration successfully executed" id="drop preferences table v2" duration=44.958µs
grafana  | logger=migrator t=2025-04-11T12:35:49.698863795Z level=info msg="Executing migration" id="drop preferences table v3"
grafana  | logger=migrator t=2025-04-11T12:35:49.698938295Z level=info msg="Migration successfully executed" id="drop preferences table v3" duration=76.125µs
grafana  | logger=migrator t=2025-04-11T12:35:49.700980503Z level=info msg="Executing migration" id="create preferences table v3"
grafana  | logger=migrator t=2025-04-11T12:35:49.701511253Z level=info msg="Migration successfully executed" id="create preferences table v3" duration=530.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.70339867Z level=info msg="Executing migration" id="Update preferences table charset"
grafana  | logger=migrator t=2025-04-11T12:35:49.703414545Z level=info msg="Migration successfully executed" id="Update preferences table charset" duration=16.709µs
grafana  | logger=migrator t=2025-04-11T12:35:49.706032337Z level=info msg="Executing migration" id="Add column team_id in preferences"
grafana  | logger=migrator t=2025-04-11T12:35:49.707759462Z level=info msg="Migration successfully executed" id="Add column team_id in preferences" duration=1.726791ms
grafana  | logger=migrator t=2025-04-11T12:35:49.70943867Z level=info msg="Executing migration" id="Update team_id column values in preferences"
grafana  | logger=migrator t=2025-04-11T12:35:49.709531837Z level=info msg="Migration successfully executed" id="Update team_id column values in preferences" duration=93.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.71092492Z level=info msg="Executing migration" id="Add column week_start in preferences"
grafana  | logger=migrator t=2025-04-11T12:35:49.712369753Z level=info msg="Migration successfully executed" id="Add column week_start in preferences" duration=1.444167ms
grafana  | logger=migrator t=2025-04-11T12:35:49.71375167Z level=info msg="Executing migration" id="Add column preferences.json_data"
grafana  | logger=migrator t=2025-04-11T12:35:49.71513992Z level=info msg="Migration successfully executed" id="Add column preferences.json_data" duration=1.3875ms
grafana  | logger=migrator t=2025-04-11T12:35:49.716903378Z level=info msg="Executing migration" id="alter preferences.json_data to mediumtext v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.716947253Z level=info msg="Migration successfully executed" id="alter preferences.json_data to mediumtext v1" duration=44.875µs
grafana  | logger=migrator t=2025-04-11T12:35:49.719103753Z level=info msg="Executing migration" id="Add preferences index org_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.719496128Z level=info msg="Migration successfully executed" id="Add preferences index org_id" duration=392.792µs
grafana  | logger=migrator t=2025-04-11T12:35:49.72123817Z level=info msg="Executing migration" id="Add preferences index user_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.721670503Z level=info msg="Migration successfully executed" id="Add preferences index user_id" duration=433.333µs
grafana  | logger=migrator t=2025-04-11T12:35:49.723582753Z level=info msg="Executing migration" id="create alert table v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.724093212Z level=info msg="Migration successfully executed" id="create alert table v1" duration=510.916µs
grafana  | logger=migrator t=2025-04-11T12:35:49.725989128Z level=info msg="Executing migration" id="add index alert org_id & id "
grafana  | logger=migrator t=2025-04-11T12:35:49.726382962Z level=info msg="Migration successfully executed" id="add index alert org_id & id " duration=390.25µs
grafana  | logger=migrator t=2025-04-11T12:35:49.728668462Z level=info msg="Executing migration" id="add index alert state"
grafana  | logger=migrator t=2025-04-11T12:35:49.72898492Z level=info msg="Migration successfully executed" id="add index alert state" duration=316.875µs
grafana  | logger=migrator t=2025-04-11T12:35:49.730619253Z level=info msg="Executing migration" id="add index alert dashboard_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.730953587Z level=info msg="Migration successfully executed" id="add index alert dashboard_id" duration=334.792µs
grafana  | logger=migrator t=2025-04-11T12:35:49.732563003Z level=info msg="Executing migration" id="Create alert_rule_tag table v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.732842712Z level=info msg="Migration successfully executed" id="Create alert_rule_tag table v1" duration=280.167µs
grafana  | logger=migrator t=2025-04-11T12:35:49.735373295Z level=info msg="Executing migration" id="Add unique index alert_rule_tag.alert_id_tag_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.735793045Z level=info msg="Migration successfully executed" id="Add unique index alert_rule_tag.alert_id_tag_id" duration=420.125µs
grafana  | logger=migrator t=2025-04-11T12:35:49.737575837Z level=info msg="Executing migration" id="drop index UQE_alert_rule_tag_alert_id_tag_id - v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.738016212Z level=info msg="Migration successfully executed" id="drop index UQE_alert_rule_tag_alert_id_tag_id - v1" duration=441.5µs
grafana  | logger=migrator t=2025-04-11T12:35:49.739854003Z level=info msg="Executing migration" id="Rename table alert_rule_tag to alert_rule_tag_v1 - v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.743829045Z level=info msg="Migration successfully executed" id="Rename table alert_rule_tag to alert_rule_tag_v1 - v1" duration=3.97225ms
grafana  | logger=migrator t=2025-04-11T12:35:49.745649295Z level=info msg="Executing migration" id="Create alert_rule_tag table v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.746108003Z level=info msg="Migration successfully executed" id="Create alert_rule_tag table v2" duration=459.375µs
grafana  | logger=migrator t=2025-04-11T12:35:49.74802667Z level=info msg="Executing migration" id="create index UQE_alert_rule_tag_alert_id_tag_id - Add unique index alert_rule_tag.alert_id_tag_id V2"
grafana  | logger=migrator t=2025-04-11T12:35:49.748446378Z level=info msg="Migration successfully executed" id="create index UQE_alert_rule_tag_alert_id_tag_id - Add unique index alert_rule_tag.alert_id_tag_id V2" duration=419.875µs
grafana  | logger=migrator t=2025-04-11T12:35:49.750032837Z level=info msg="Executing migration" id="copy alert_rule_tag v1 to v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.750200712Z level=info msg="Migration successfully executed" id="copy alert_rule_tag v1 to v2" duration=168.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.751675003Z level=info msg="Executing migration" id="drop table alert_rule_tag_v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.751956545Z level=info msg="Migration successfully executed" id="drop table alert_rule_tag_v1" duration=282µs
grafana  | logger=migrator t=2025-04-11T12:35:49.754987378Z level=info msg="Executing migration" id="create alert_notification table v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.755390337Z level=info msg="Migration successfully executed" id="create alert_notification table v1" duration=407.791µs
grafana  | logger=migrator t=2025-04-11T12:35:49.756815045Z level=info msg="Executing migration" id="Add column is_default"
grafana  | logger=migrator t=2025-04-11T12:35:49.758424087Z level=info msg="Migration successfully executed" id="Add column is_default" duration=1.609167ms
grafana  | logger=migrator t=2025-04-11T12:35:49.761527712Z level=info msg="Executing migration" id="Add column frequency"
grafana  | logger=migrator t=2025-04-11T12:35:49.763106878Z level=info msg="Migration successfully executed" id="Add column frequency" duration=1.579584ms
grafana  | logger=migrator t=2025-04-11T12:35:49.764658045Z level=info msg="Executing migration" id="Add column send_reminder"
grafana  | logger=migrator t=2025-04-11T12:35:49.766144503Z level=info msg="Migration successfully executed" id="Add column send_reminder" duration=1.486583ms
grafana  | logger=migrator t=2025-04-11T12:35:49.767520128Z level=info msg="Executing migration" id="Add column disable_resolve_message"
grafana  | logger=migrator t=2025-04-11T12:35:49.769055712Z level=info msg="Migration successfully executed" id="Add column disable_resolve_message" duration=1.535417ms
grafana  | logger=migrator t=2025-04-11T12:35:49.77041642Z level=info msg="Executing migration" id="add index alert_notification org_id & name"
grafana  | logger=migrator t=2025-04-11T12:35:49.770765337Z level=info msg="Migration successfully executed" id="add index alert_notification org_id & name" duration=349.5µs
grafana  | logger=migrator t=2025-04-11T12:35:49.773008462Z level=info msg="Executing migration" id="Update alert table charset"
grafana  | logger=migrator t=2025-04-11T12:35:49.773023712Z level=info msg="Migration successfully executed" id="Update alert table charset" duration=16µs
grafana  | logger=migrator t=2025-04-11T12:35:49.774699253Z level=info msg="Executing migration" id="Update alert_notification table charset"
grafana  | logger=migrator t=2025-04-11T12:35:49.774713587Z level=info msg="Migration successfully executed" id="Update alert_notification table charset" duration=15.166µs
grafana  | logger=migrator t=2025-04-11T12:35:49.776112253Z level=info msg="Executing migration" id="create notification_journal table v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.77648692Z level=info msg="Migration successfully executed" id="create notification_journal table v1" duration=375.25µs
grafana  | logger=migrator t=2025-04-11T12:35:49.778001378Z level=info msg="Executing migration" id="add index notification_journal org_id & alert_id & notifier_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.778424545Z level=info msg="Migration successfully executed" id="add index notification_journal org_id & alert_id & notifier_id" duration=423.917µs
grafana  | logger=migrator t=2025-04-11T12:35:49.780175462Z level=info msg="Executing migration" id="drop alert_notification_journal"
grafana  | logger=migrator t=2025-04-11T12:35:49.780555253Z level=info msg="Migration successfully executed" id="drop alert_notification_journal" duration=380.625µs
grafana  | logger=migrator t=2025-04-11T12:35:49.782304378Z level=info msg="Executing migration" id="create alert_notification_state table v1"
grafana  | logger=migrator t=2025-04-11T12:35:49.782963712Z level=info msg="Migration successfully executed" id="create alert_notification_state table v1" duration=660.209µs
grafana  | logger=migrator t=2025-04-11T12:35:49.784747045Z level=info msg="Executing migration" id="add index alert_notification_state org_id & alert_id & notifier_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.785187712Z level=info msg="Migration successfully executed" id="add index alert_notification_state org_id & alert_id & notifier_id" duration=441.375µs
grafana  | logger=migrator t=2025-04-11T12:35:49.787663837Z level=info msg="Executing migration" id="Add for to alert table"
grafana  | logger=migrator t=2025-04-11T12:35:49.789710587Z level=info msg="Migration successfully executed" id="Add for to alert table" duration=2.043375ms
grafana  | logger=migrator t=2025-04-11T12:35:49.791491878Z level=info msg="Executing migration" id="Add column uid in alert_notification"
grafana  | logger=migrator t=2025-04-11T12:35:49.793277837Z level=info msg="Migration successfully executed" id="Add column uid in alert_notification" duration=1.784458ms
grafana  | logger=migrator t=2025-04-11T12:35:49.795702337Z level=info msg="Executing migration" id="Update uid column values in alert_notification"
grafana  | logger=migrator t=2025-04-11T12:35:49.795977378Z level=info msg="Migration successfully executed" id="Update uid column values in alert_notification" duration=277.209µs
grafana  | logger=migrator t=2025-04-11T12:35:49.798813753Z level=info msg="Executing migration" id="Add unique index alert_notification_org_id_uid"
grafana  | logger=migrator t=2025-04-11T12:35:49.799475795Z level=info msg="Migration successfully executed" id="Add unique index alert_notification_org_id_uid" duration=662.791µs
grafana  | logger=migrator t=2025-04-11T12:35:49.801300337Z level=info msg="Executing migration" id="Remove unique index org_id_name"
grafana  | logger=migrator t=2025-04-11T12:35:49.801844878Z level=info msg="Migration successfully executed" id="Remove unique index org_id_name" duration=545.292µs
grafana  | logger=migrator t=2025-04-11T12:35:49.803165753Z level=info msg="Executing migration" id="Add column secure_settings in alert_notification"
grafana  | logger=migrator t=2025-04-11T12:35:49.804756503Z level=info msg="Migration successfully executed" id="Add column secure_settings in alert_notification" duration=1.591ms
grafana  | logger=migrator t=2025-04-11T12:35:49.80632817Z level=info msg="Executing migration" id="alter alert.settings to mediumtext"
grafana  | logger=migrator t=2025-04-11T12:35:49.80636642Z level=info msg="Migration successfully executed" id="alter alert.settings to mediumtext" duration=38.667µs
grafana  | logger=migrator t=2025-04-11T12:35:49.807565295Z level=info msg="Executing migration" id="Add non-unique index alert_notification_state_alert_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.807921253Z level=info msg="Migration successfully executed" id="Add non-unique index alert_notification_state_alert_id" duration=356.25µs
grafana  | logger=migrator t=2025-04-11T12:35:49.809062628Z level=info msg="Executing migration" id="Add non-unique index alert_rule_tag_alert_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.809377337Z level=info msg="Migration successfully executed" id="Add non-unique index alert_rule_tag_alert_id" duration=314.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.811803837Z level=info msg="Executing migration" id="Drop old annotation table v4"
grafana  | logger=migrator t=2025-04-11T12:35:49.811849628Z level=info msg="Migration successfully executed" id="Drop old annotation table v4" duration=46.584µs
grafana  | logger=migrator t=2025-04-11T12:35:49.813965087Z level=info msg="Executing migration" id="create annotation table v5"
grafana  | logger=migrator t=2025-04-11T12:35:49.814578003Z level=info msg="Migration successfully executed" id="create annotation table v5" duration=612.583µs
grafana  | logger=migrator t=2025-04-11T12:35:49.816280378Z level=info msg="Executing migration" id="add index annotation 0 v3"
grafana  | logger=migrator t=2025-04-11T12:35:49.816753378Z level=info msg="Migration successfully executed" id="add index annotation 0 v3" duration=473.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.820407087Z level=info msg="Executing migration" id="add index annotation 1 v3"
grafana  | logger=migrator t=2025-04-11T12:35:49.820867337Z level=info msg="Migration successfully executed" id="add index annotation 1 v3" duration=460.708µs
grafana  | logger=migrator t=2025-04-11T12:35:49.822704753Z level=info msg="Executing migration" id="add index annotation 2 v3"
grafana  | logger=migrator t=2025-04-11T12:35:49.823119003Z level=info msg="Migration successfully executed" id="add index annotation 2 v3" duration=414.75µs
grafana  | logger=migrator t=2025-04-11T12:35:49.824781253Z level=info msg="Executing migration" id="add index annotation 3 v3"
grafana  | logger=migrator t=2025-04-11T12:35:49.825246462Z level=info msg="Migration successfully executed" id="add index annotation 3 v3" duration=465.417µs
grafana  | logger=migrator t=2025-04-11T12:35:49.82747092Z level=info msg="Executing migration" id="add index annotation 4 v3"
grafana  | logger=migrator t=2025-04-11T12:35:49.827995212Z level=info msg="Migration successfully executed" id="add index annotation 4 v3" duration=527.375µs
grafana  | logger=migrator t=2025-04-11T12:35:49.830334628Z level=info msg="Executing migration" id="Update annotation table charset"
grafana  | logger=migrator t=2025-04-11T12:35:49.830355087Z level=info msg="Migration successfully executed" id="Update annotation table charset" duration=21.917µs
grafana  | logger=migrator t=2025-04-11T12:35:49.831345837Z level=info msg="Executing migration" id="Add column region_id to annotation table"
grafana  | logger=migrator t=2025-04-11T12:35:49.833202837Z level=info msg="Migration successfully executed" id="Add column region_id to annotation table" duration=1.855916ms
grafana  | logger=migrator t=2025-04-11T12:35:49.834409837Z level=info msg="Executing migration" id="Drop category_id index"
grafana  | logger=migrator t=2025-04-11T12:35:49.834778045Z level=info msg="Migration successfully executed" id="Drop category_id index" duration=368.458µs
grafana  | logger=migrator t=2025-04-11T12:35:49.835866337Z level=info msg="Executing migration" id="Add column tags to annotation table"
grafana  | logger=migrator t=2025-04-11T12:35:49.837600628Z level=info msg="Migration successfully executed" id="Add column tags to annotation table" duration=1.733959ms
grafana  | logger=migrator t=2025-04-11T12:35:49.838676587Z level=info msg="Executing migration" id="Create annotation_tag table v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.838967295Z level=info msg="Migration successfully executed" id="Create annotation_tag table v2" duration=291.041µs
grafana  | logger=migrator t=2025-04-11T12:35:49.840013628Z level=info msg="Executing migration" id="Add unique index annotation_tag.annotation_id_tag_id"
grafana  | logger=migrator t=2025-04-11T12:35:49.840356503Z level=info msg="Migration successfully executed" id="Add unique index annotation_tag.annotation_id_tag_id" duration=342.833µs
grafana  | logger=migrator t=2025-04-11T12:35:49.842738545Z level=info msg="Executing migration" id="drop index UQE_annotation_tag_annotation_id_tag_id - v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.843085253Z level=info msg="Migration successfully executed" id="drop index UQE_annotation_tag_annotation_id_tag_id - v2" duration=347.583µs
grafana  | logger=migrator t=2025-04-11T12:35:49.843977837Z level=info msg="Executing migration" id="Rename table annotation_tag to annotation_tag_v2 - v2"
grafana  | logger=migrator t=2025-04-11T12:35:49.84867517Z level=info msg="Migration successfully executed" id="Rename table annotation_tag to annotation_tag_v2 - v2" duration=4.696084ms
grafana  | logger=migrator t=2025-04-11T12:35:49.849883878Z level=info msg="Executing migration" id="Create annotation_tag table v3"
grafana  | logger=migrator t=2025-04-11T12:35:49.850199753Z level=info msg="Migration successfully executed" id="Create annotation_tag table v3" duration=316.292µs
