grafana  | ✔ Downloaded and extracted grafana-opensearch-datasource v2.24.0 zip successfully to /var/lib/grafana/plugins/grafana-opensearch-datasource
grafana  | logger=migrator t=2025-04-11T12:35:50.727288421Z level=info msg="Migration successfully executed" id="add primary key to seed_assigment" duration=11.9075ms
grafana  | logger=migrator t=2025-04-11T12:35:50.728635504Z level=info msg="Executing migration" id="add origin column to seed_assignment"
grafana  | logger=migrator t=2025-04-11T12:35:50.732366754Z level=info msg="Migration successfully executed" id="add origin column to seed_assignment" duration=3.729667ms
grafana  | logger=migrator t=2025-04-11T12:35:50.733975921Z level=info msg="Executing migration" id="add origin to plugin seed_assignment"
grafana  | logger=migrator t=2025-04-11T12:35:50.734144962Z level=info msg="Migration successfully executed" id="add origin to plugin seed_assignment" duration=170.25µs
grafana  | logger=migrator t=2025-04-11T12:35:50.736873712Z level=info msg="Executing migration" id="prevent seeding OnCall access"
grafana  | logger=migrator t=2025-04-11T12:35:50.736987962Z level=info msg="Migration successfully executed" id="prevent seeding OnCall access" duration=115.291µs
grafana  | logger=migrator t=2025-04-11T12:35:50.738402629Z level=info msg="Executing migration" id="managed folder permissions alert actions repeated fixed migration"
grafana  | logger=migrator t=2025-04-11T12:35:50.738524712Z level=info msg="Migration successfully executed" id="managed folder permissions alert actions repeated fixed migration" duration=122.75µs
grafana  | logger=migrator t=2025-04-11T12:35:50.739688837Z level=info msg="Executing migration" id="managed folder permissions library panel actions migration"
grafana  | logger=migrator t=2025-04-11T12:35:50.739782379Z level=info msg="Migration successfully executed" id="managed folder permissions library panel actions migration" duration=94.25µs
grafana  | logger=migrator t=2025-04-11T12:35:50.741056462Z level=info msg="Executing migration" id="migrate external alertmanagers to datsourcse"
grafana  | logger=migrator t=2025-04-11T12:35:50.741196671Z level=info msg="Migration successfully executed" id="migrate external alertmanagers to datsourcse" duration=140.583µs
grafana  | logger=migrator t=2025-04-11T12:35:50.743216254Z level=info msg="Executing migration" id="create folder table"
grafana  | logger=migrator t=2025-04-11T12:35:50.743709587Z level=info msg="Migration successfully executed" id="create folder table" duration=493.75µs
grafana  | logger=migrator t=2025-04-11T12:35:50.744950587Z level=info msg="Executing migration" id="Add index for parent_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.745546587Z level=info msg="Migration successfully executed" id="Add index for parent_uid" duration=596.625µs
grafana  | logger=migrator t=2025-04-11T12:35:50.746712087Z level=info msg="Executing migration" id="Add unique index for folder.uid and folder.org_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.747334546Z level=info msg="Migration successfully executed" id="Add unique index for folder.uid and folder.org_id" duration=615.292µs
grafana  | logger=migrator t=2025-04-11T12:35:50.748526171Z level=info msg="Executing migration" id="Update folder title length"
grafana  | logger=migrator t=2025-04-11T12:35:50.748540462Z level=info msg="Migration successfully executed" id="Update folder title length" duration=15.375µs
grafana  | logger=migrator t=2025-04-11T12:35:50.749759671Z level=info msg="Executing migration" id="Add unique index for folder.title and folder.parent_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.750282254Z level=info msg="Migration successfully executed" id="Add unique index for folder.title and folder.parent_uid" duration=522.417µs
grafana  | logger=migrator t=2025-04-11T12:35:50.752797879Z level=info msg="Executing migration" id="Remove unique index for folder.title and folder.parent_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.753359379Z level=info msg="Migration successfully executed" id="Remove unique index for folder.title and folder.parent_uid" duration=562.209µs
grafana  | logger=migrator t=2025-04-11T12:35:50.755434962Z level=info msg="Executing migration" id="Add unique index for title, parent_uid, and org_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.755972379Z level=info msg="Migration successfully executed" id="Add unique index for title, parent_uid, and org_id" duration=537.666µs
grafana  | logger=migrator t=2025-04-11T12:35:50.757591296Z level=info msg="Executing migration" id="Sync dashboard and folder table"
grafana  | logger=migrator t=2025-04-11T12:35:50.757832379Z level=info msg="Migration successfully executed" id="Sync dashboard and folder table" duration=242.041µs
grafana  | logger=migrator t=2025-04-11T12:35:50.759555546Z level=info msg="Executing migration" id="Remove ghost folders from the folder table"
grafana  | logger=migrator t=2025-04-11T12:35:50.759737046Z level=info msg="Migration successfully executed" id="Remove ghost folders from the folder table" duration=182.5µs
grafana  | logger=migrator t=2025-04-11T12:35:50.760933379Z level=info msg="Executing migration" id="Remove unique index UQE_folder_uid_org_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.761665962Z level=info msg="Migration successfully executed" id="Remove unique index UQE_folder_uid_org_id" duration=731.5µs
grafana  | logger=migrator t=2025-04-11T12:35:50.763217462Z level=info msg="Executing migration" id="Add unique index UQE_folder_org_id_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.763778629Z level=info msg="Migration successfully executed" id="Add unique index UQE_folder_org_id_uid" duration=561.708µs
grafana  | logger=migrator t=2025-04-11T12:35:50.765067212Z level=info msg="Executing migration" id="Remove unique index UQE_folder_title_parent_uid_org_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.765540796Z level=info msg="Migration successfully executed" id="Remove unique index UQE_folder_title_parent_uid_org_id" duration=474.292µs
grafana  | logger=migrator t=2025-04-11T12:35:50.766669254Z level=info msg="Executing migration" id="Add unique index UQE_folder_org_id_parent_uid_title"
grafana  | logger=migrator t=2025-04-11T12:35:50.767204796Z level=info msg="Migration successfully executed" id="Add unique index UQE_folder_org_id_parent_uid_title" duration=535.625µs
grafana  | logger=migrator t=2025-04-11T12:35:50.767990337Z level=info msg="Executing migration" id="Remove index IDX_folder_parent_uid_org_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.768428754Z level=info msg="Migration successfully executed" id="Remove index IDX_folder_parent_uid_org_id" duration=441.333µs
grafana  | logger=migrator t=2025-04-11T12:35:50.770089879Z level=info msg="Executing migration" id="Remove unique index UQE_folder_org_id_parent_uid_title"
grafana  | logger=migrator t=2025-04-11T12:35:50.770597337Z level=info msg="Migration successfully executed" id="Remove unique index UQE_folder_org_id_parent_uid_title" duration=507.959µs
grafana  | logger=migrator t=2025-04-11T12:35:50.771661337Z level=info msg="Executing migration" id="create anon_device table"
grafana  | logger=migrator t=2025-04-11T12:35:50.772047296Z level=info msg="Migration successfully executed" id="create anon_device table" duration=386µs
grafana  | logger=migrator t=2025-04-11T12:35:50.773253754Z level=info msg="Executing migration" id="add unique index anon_device.device_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.773767129Z level=info msg="Migration successfully executed" id="add unique index anon_device.device_id" duration=513.875µs
grafana  | logger=migrator t=2025-04-11T12:35:50.776181921Z level=info msg="Executing migration" id="add index anon_device.updated_at"
grafana  | logger=migrator t=2025-04-11T12:35:50.776759129Z level=info msg="Migration successfully executed" id="add index anon_device.updated_at" duration=578.083µs
grafana  | logger=migrator t=2025-04-11T12:35:50.777935629Z level=info msg="Executing migration" id="create signing_key table"
grafana  | logger=migrator t=2025-04-11T12:35:50.778327046Z level=info msg="Migration successfully executed" id="create signing_key table" duration=391.708µs
grafana  | logger=migrator t=2025-04-11T12:35:50.779508129Z level=info msg="Executing migration" id="add unique index signing_key.key_id"
grafana  | logger=migrator t=2025-04-11T12:35:50.780080837Z level=info msg="Migration successfully executed" id="add unique index signing_key.key_id" duration=573.042µs
grafana  | logger=migrator t=2025-04-11T12:35:50.781162046Z level=info msg="Executing migration" id="set legacy alert migration status in kvstore"
grafana  | logger=migrator t=2025-04-11T12:35:50.781767004Z level=info msg="Migration successfully executed" id="set legacy alert migration status in kvstore" duration=605.375µs
grafana  | logger=migrator t=2025-04-11T12:35:50.782849587Z level=info msg="Executing migration" id="migrate record of created folders during legacy migration to kvstore"
grafana  | logger=migrator t=2025-04-11T12:35:50.783330587Z level=info msg="Migration successfully executed" id="migrate record of created folders during legacy migration to kvstore" duration=481.666µs
grafana  | logger=migrator t=2025-04-11T12:35:50.785065004Z level=info msg="Executing migration" id="Add folder_uid for dashboard"
grafana  | logger=migrator t=2025-04-11T12:35:50.789143004Z level=info msg="Migration successfully executed" id="Add folder_uid for dashboard" duration=4.075583ms
grafana  | logger=migrator t=2025-04-11T12:35:50.790738129Z level=info msg="Executing migration" id="Populate dashboard folder_uid column"
grafana  | logger=migrator t=2025-04-11T12:35:50.791202296Z level=info msg="Migration successfully executed" id="Populate dashboard folder_uid column" duration=465.208µs
grafana  | logger=migrator t=2025-04-11T12:35:50.793046962Z level=info msg="Executing migration" id="Add unique index for dashboard_org_id_folder_uid_title"
grafana  | logger=migrator t=2025-04-11T12:35:50.793101171Z level=info msg="Migration successfully executed" id="Add unique index for dashboard_org_id_folder_uid_title" duration=55.916µs
grafana  | logger=migrator t=2025-04-11T12:35:50.794386171Z level=info msg="Executing migration" id="Delete unique index for dashboard_org_id_folder_id_title"
grafana  | logger=migrator t=2025-04-11T12:35:50.794963379Z level=info msg="Migration successfully executed" id="Delete unique index for dashboard_org_id_folder_id_title" duration=577.583µs
grafana  | logger=migrator t=2025-04-11T12:35:50.797503129Z level=info msg="Executing migration" id="Delete unique index for dashboard_org_id_folder_uid_title"
grafana  | logger=migrator t=2025-04-11T12:35:50.797521296Z level=info msg="Migration successfully executed" id="Delete unique index for dashboard_org_id_folder_uid_title" duration=14µs
grafana  | logger=migrator t=2025-04-11T12:35:50.799453296Z level=info msg="Executing migration" id="Add unique index for dashboard_org_id_folder_uid_title_is_folder"
grafana  | logger=migrator t=2025-04-11T12:35:50.800162671Z level=info msg="Migration successfully executed" id="Add unique index for dashboard_org_id_folder_uid_title_is_folder" duration=710.166µs
grafana  | logger=migrator t=2025-04-11T12:35:50.801694129Z level=info msg="Executing migration" id="Restore index for dashboard_org_id_folder_id_title"
grafana  | logger=migrator t=2025-04-11T12:35:50.802225046Z level=info msg="Migration successfully executed" id="Restore index for dashboard_org_id_folder_id_title" duration=531.417µs
grafana  | logger=migrator t=2025-04-11T12:35:50.803471421Z level=info msg="Executing migration" id="Remove unique index for dashboard_org_id_folder_uid_title_is_folder"
grafana  | logger=migrator t=2025-04-11T12:35:50.803915629Z level=info msg="Migration successfully executed" id="Remove unique index for dashboard_org_id_folder_uid_title_is_folder" duration=444.458µs
grafana  | logger=migrator t=2025-04-11T12:35:50.805318587Z level=info msg="Executing migration" id="create sso_setting table"
grafana  | logger=migrator t=2025-04-11T12:35:50.805782087Z level=info msg="Migration successfully executed" id="create sso_setting table" duration=461.709µs
grafana  | logger=migrator t=2025-04-11T12:35:50.807603129Z level=info msg="Executing migration" id="copy kvstore migration status to each org"
grafana  | logger=migrator t=2025-04-11T12:35:50.808240921Z level=info msg="Migration successfully executed" id="copy kvstore migration status to each org" duration=638.959µs
grafana  | logger=migrator t=2025-04-11T12:35:50.809970754Z level=info msg="Executing migration" id="add back entry for orgid=0 migrated status"
grafana  | logger=migrator t=2025-04-11T12:35:50.810123087Z level=info msg="Migration successfully executed" id="add back entry for orgid=0 migrated status" duration=153.875µs
grafana  | logger=migrator t=2025-04-11T12:35:50.811674754Z level=info msg="Executing migration" id="managed dashboard permissions annotation actions migration"
grafana  | logger=migrator t=2025-04-11T12:35:50.812351587Z level=info msg="Migration successfully executed" id="managed dashboard permissions annotation actions migration" duration=677.75µs
grafana  | logger=migrator t=2025-04-11T12:35:50.813913962Z level=info msg="Executing migration" id="create cloud_migration table v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.814419712Z level=info msg="Migration successfully executed" id="create cloud_migration table v1" duration=506.083µs
grafana  | logger=migrator t=2025-04-11T12:35:50.815965837Z level=info msg="Executing migration" id="create cloud_migration_run table v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.816491046Z level=info msg="Migration successfully executed" id="create cloud_migration_run table v1" duration=525.833µs
grafana  | logger=migrator t=2025-04-11T12:35:50.817739712Z level=info msg="Executing migration" id="add stack_id column"
grafana  | logger=migrator t=2025-04-11T12:35:50.821844546Z level=info msg="Migration successfully executed" id="add stack_id column" duration=4.103916ms
grafana  | logger=migrator t=2025-04-11T12:35:50.822860504Z level=info msg="Executing migration" id="add region_slug column"
grafana  | logger=migrator t=2025-04-11T12:35:50.826817296Z level=info msg="Migration successfully executed" id="add region_slug column" duration=3.956125ms
grafana  | logger=migrator t=2025-04-11T12:35:50.828581629Z level=info msg="Executing migration" id="add cluster_slug column"
grafana  | logger=migrator t=2025-04-11T12:35:50.832558546Z level=info msg="Migration successfully executed" id="add cluster_slug column" duration=3.976791ms
grafana  | logger=migrator t=2025-04-11T12:35:50.833667796Z level=info msg="Executing migration" id="add migration uid column"
grafana  | logger=migrator t=2025-04-11T12:35:50.837583504Z level=info msg="Migration successfully executed" id="add migration uid column" duration=3.9145ms
grafana  | logger=migrator t=2025-04-11T12:35:50.838690546Z level=info msg="Executing migration" id="Update uid column values for migration"
grafana  | logger=migrator t=2025-04-11T12:35:50.838756462Z level=info msg="Migration successfully executed" id="Update uid column values for migration" duration=66.042µs
grafana  | logger=migrator t=2025-04-11T12:35:50.839714212Z level=info msg="Executing migration" id="Add unique index migration_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.840194254Z level=info msg="Migration successfully executed" id="Add unique index migration_uid" duration=480.292µs
grafana  | logger=migrator t=2025-04-11T12:35:50.842122004Z level=info msg="Executing migration" id="add migration run uid column"
grafana  | logger=migrator t=2025-04-11T12:35:50.845811796Z level=info msg="Migration successfully executed" id="add migration run uid column" duration=3.689625ms
grafana  | logger=migrator t=2025-04-11T12:35:50.846820379Z level=info msg="Executing migration" id="Update uid column values for migration run"
grafana  | logger=migrator t=2025-04-11T12:35:50.846894296Z level=info msg="Migration successfully executed" id="Update uid column values for migration run" duration=74.292µs
grafana  | logger=migrator t=2025-04-11T12:35:50.847778587Z level=info msg="Executing migration" id="Add unique index migration_run_uid"
grafana  | logger=migrator t=2025-04-11T12:35:50.848237004Z level=info msg="Migration successfully executed" id="Add unique index migration_run_uid" duration=458.709µs
grafana  | logger=migrator t=2025-04-11T12:35:50.849689712Z level=info msg="Executing migration" id="Rename table cloud_migration to cloud_migration_session_tmp_qwerty - v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.860521296Z level=info msg="Migration successfully executed" id="Rename table cloud_migration to cloud_migration_session_tmp_qwerty - v1" duration=10.83725ms
grafana  | logger=migrator t=2025-04-11T12:35:50.861563421Z level=info msg="Executing migration" id="create cloud_migration_session v2"
grafana  | logger=migrator t=2025-04-11T12:35:50.861969879Z level=info msg="Migration successfully executed" id="create cloud_migration_session v2" duration=406.833µs
grafana  | logger=migrator t=2025-04-11T12:35:50.863095712Z level=info msg="Executing migration" id="create index UQE_cloud_migration_session_uid - v2"
grafana  | logger=migrator t=2025-04-11T12:35:50.863587962Z level=info msg="Migration successfully executed" id="create index UQE_cloud_migration_session_uid - v2" duration=492µs
grafana  | logger=migrator t=2025-04-11T12:35:50.864637712Z level=info msg="Executing migration" id="copy cloud_migration_session v1 to v2"
grafana  | logger=migrator t=2025-04-11T12:35:50.864749962Z level=info msg="Migration successfully executed" id="copy cloud_migration_session v1 to v2" duration=111.958µs
grafana  | logger=migrator t=2025-04-11T12:35:50.866706546Z level=info msg="Executing migration" id="drop cloud_migration_session_tmp_qwerty"
grafana  | logger=migrator t=2025-04-11T12:35:50.867098504Z level=info msg="Migration successfully executed" id="drop cloud_migration_session_tmp_qwerty" duration=392.166µs
grafana  | logger=migrator t=2025-04-11T12:35:50.869170712Z level=info msg="Executing migration" id="Rename table cloud_migration_run to cloud_migration_snapshot_tmp_qwerty - v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.879817254Z level=info msg="Migration successfully executed" id="Rename table cloud_migration_run to cloud_migration_snapshot_tmp_qwerty - v1" duration=10.645708ms
grafana  | logger=migrator t=2025-04-11T12:35:50.880762212Z level=info msg="Executing migration" id="create cloud_migration_snapshot v2"
grafana  | logger=migrator t=2025-04-11T12:35:50.881138462Z level=info msg="Migration successfully executed" id="create cloud_migration_snapshot v2" duration=376.458µs
grafana  | logger=migrator t=2025-04-11T12:35:50.883158629Z level=info msg="Executing migration" id="create index UQE_cloud_migration_snapshot_uid - v2"
grafana  | logger=migrator t=2025-04-11T12:35:50.883617379Z level=info msg="Migration successfully executed" id="create index UQE_cloud_migration_snapshot_uid - v2" duration=458.917µs
grafana  | logger=migrator t=2025-04-11T12:35:50.885856546Z level=info msg="Executing migration" id="copy cloud_migration_snapshot v1 to v2"
grafana  | logger=migrator t=2025-04-11T12:35:50.885958837Z level=info msg="Migration successfully executed" id="copy cloud_migration_snapshot v1 to v2" duration=102.5µs
grafana  | logger=migrator t=2025-04-11T12:35:50.886803254Z level=info msg="Executing migration" id="drop cloud_migration_snapshot_tmp_qwerty"
grafana  | logger=migrator t=2025-04-11T12:35:50.887135754Z level=info msg="Migration successfully executed" id="drop cloud_migration_snapshot_tmp_qwerty" duration=332.625µs
grafana  | logger=migrator t=2025-04-11T12:35:50.887827754Z level=info msg="Executing migration" id="add snapshot upload_url column"
grafana  | logger=migrator t=2025-04-11T12:35:50.891565837Z level=info msg="Migration successfully executed" id="add snapshot upload_url column" duration=3.737542ms
grafana  | logger=migrator t=2025-04-11T12:35:50.892445046Z level=info msg="Executing migration" id="add snapshot status column"
grafana  | logger=migrator t=2025-04-11T12:35:50.896132962Z level=info msg="Migration successfully executed" id="add snapshot status column" duration=3.707083ms
grafana  | logger=migrator t=2025-04-11T12:35:50.898259171Z level=info msg="Executing migration" id="add snapshot local_directory column"
grafana  | logger=migrator t=2025-04-11T12:35:50.902253962Z level=info msg="Migration successfully executed" id="add snapshot local_directory column" duration=3.993959ms
grafana  | logger=migrator t=2025-04-11T12:35:50.903315337Z level=info msg="Executing migration" id="add snapshot gms_snapshot_uid column"
grafana  | logger=migrator t=2025-04-11T12:35:50.907189629Z level=info msg="Migration successfully executed" id="add snapshot gms_snapshot_uid column" duration=3.874292ms
grafana  | logger=migrator t=2025-04-11T12:35:50.908106171Z level=info msg="Executing migration" id="add snapshot encryption_key column"
grafana  | logger=migrator t=2025-04-11T12:35:50.911815462Z level=info msg="Migration successfully executed" id="add snapshot encryption_key column" duration=3.70925ms
grafana  | logger=migrator t=2025-04-11T12:35:50.912722337Z level=info msg="Executing migration" id="add snapshot error_string column"
grafana  | logger=migrator t=2025-04-11T12:35:50.916519171Z level=info msg="Migration successfully executed" id="add snapshot error_string column" duration=3.796208ms
grafana  | logger=migrator t=2025-04-11T12:35:50.917739962Z level=info msg="Executing migration" id="create cloud_migration_resource table v1"
grafana  | logger=migrator t=2025-04-11T12:35:50.918128421Z level=info msg="Migration successfully executed" id="create cloud_migration_resource table v1" duration=388.75µs
grafana  | logger=migrator t=2025-04-11T12:35:50.921210254Z level=info msg="Executing migration" id="delete cloud_migration_snapshot.result column"
grafana  | logger=migrator t=2025-04-11T12:35:50.938466837Z level=info msg="Migration successfully executed" id="delete cloud_migration_snapshot.result column" duration=17.255667ms
grafana  | logger=migrator t=2025-04-11T12:35:50.939451004Z level=info msg="Executing migration" id="add cloud_migration_resource.name column"
grafana  | logger=migrator t=2025-04-11T12:35:50.943405629Z level=info msg="Migration successfully executed" id="add cloud_migration_resource.name column" duration=3.953584ms
grafana  | logger=migrator t=2025-04-11T12:35:50.945069212Z level=info msg="Executing migration" id="add cloud_migration_resource.parent_name column"
grafana  | logger=migrator t=2025-04-11T12:35:50.949006921Z level=info msg="Migration successfully executed" id="add cloud_migration_resource.parent_name column" duration=3.9365ms
grafana  | logger=migrator t=2025-04-11T12:35:50.950835837Z level=info msg="Executing migration" id="add cloud_migration_session.org_id column"
grafana  | logger=migrator t=2025-04-11T12:35:50.954918546Z level=info msg="Migration successfully executed" id="add cloud_migration_session.org_id column" duration=4.081916ms
grafana  | logger=migrator t=2025-04-11T12:35:50.956646879Z level=info msg="Executing migration" id="add cloud_migration_resource.error_code column"
grafana  | logger=migrator t=2025-04-11T12:35:50.960687129Z level=info msg="Migration successfully executed" id="add cloud_migration_resource.error_code column" duration=4.039875ms
grafana  | logger=migrator t=2025-04-11T12:35:50.962056337Z level=info msg="Executing migration" id="increase resource_uid column length"
grafana  | logger=migrator t=2025-04-11T12:35:50.962091629Z level=info msg="Migration successfully executed" id="increase resource_uid column length" duration=35.166µs
grafana  | logger=migrator t=2025-04-11T12:35:50.963000504Z level=info msg="Executing migration" id="alter kv_store.value to longtext"
grafana  | logger=migrator t=2025-04-11T12:35:50.963027212Z level=info msg="Migration successfully executed" id="alter kv_store.value to longtext" duration=28.792µs
grafana  | logger=migrator t=2025-04-11T12:35:50.964839629Z level=info msg="Executing migration" id="add notification_settings column to alert_rule table"
grafana  | logger=migrator t=2025-04-11T12:35:50.968778129Z level=info msg="Migration successfully executed" id="add notification_settings column to alert_rule table" duration=3.936959ms
grafana  | logger=migrator t=2025-04-11T12:35:50.970834837Z level=info msg="Executing migration" id="add notification_settings column to alert_rule_version table"
grafana  | logger=migrator t=2025-04-11T12:35:50.974636962Z level=info msg="Migration successfully executed" id="add notification_settings column to alert_rule_version table" duration=3.801875ms
grafana  | logger=migrator t=2025-04-11T12:35:50.975644129Z level=info msg="Executing migration" id="removing scope from alert.instances:read action migration"
grafana  | logger=migrator t=2025-04-11T12:35:50.975789629Z level=info msg="Migration successfully executed" id="removing scope from alert.instances:read action migration" duration=145.25µs
grafana  | logger=migrator t=2025-04-11T12:35:50.976643629Z level=info msg="Executing migration" id="managed folder permissions alerting silences actions migration"
grafana  | logger=migrator t=2025-04-11T12:35:50.976724879Z level=info msg="Migration successfully executed" id="managed folder permissions alerting silences actions migration" duration=81.375µs
grafana  | logger=migrator t=2025-04-11T12:35:50.978881004Z level=info msg="Executing migration" id="add record column to alert_rule table"
grafana  | logger=migrator t=2025-04-11T12:35:50.982727254Z level=info msg="Migration successfully executed" id="add record column to alert_rule table" duration=3.852708ms
grafana  | logger=migrator t=2025-04-11T12:35:50.983713296Z level=info msg="Executing migration" id="add record column to alert_rule_version table"
grafana  | logger=migrator t=2025-04-11T12:35:50.987533754Z level=info msg="Migration successfully executed" id="add record column to alert_rule_version table" duration=3.819292ms
grafana  | logger=migrator t=2025-04-11T12:35:50.988608379Z level=info msg="Executing migration" id="add resolved_at column to alert_instance table"
grafana  | logger=migrator t=2025-04-11T12:35:50.992509504Z level=info msg="Migration successfully executed" id="add resolved_at column to alert_instance table" duration=3.899792ms
grafana  | logger=migrator t=2025-04-11T12:35:50.994792337Z level=info msg="Executing migration" id="add last_sent_at column to alert_instance table"
grafana  | logger=migrator t=2025-04-11T12:35:50.998841129Z level=info msg="Migration successfully executed" id="add last_sent_at column to alert_instance table" duration=4.045375ms
grafana  | logger=migrator t=2025-04-11T12:35:51.001157546Z level=info msg="Executing migration" id="Enable traceQL streaming for all Tempo datasources"
grafana  | logger=migrator t=2025-04-11T12:35:51.001172004Z level=info msg="Migration successfully executed" id="Enable traceQL streaming for all Tempo datasources" duration=15µs
grafana  | logger=migrator t=2025-04-11T12:35:51.002217879Z level=info msg="Executing migration" id="Add scope to alert.notifications.receivers:read and alert.notifications.receivers.secrets:read"
grafana  | logger=migrator t=2025-04-11T12:35:51.002514629Z level=info msg="Migration successfully executed" id="Add scope to alert.notifications.receivers:read and alert.notifications.receivers.secrets:read" duration=296.875µs
grafana  | logger=migrator t=2025-04-11T12:35:51.006011379Z level=info msg="Executing migration" id="add metadata column to alert_rule table"
grafana  | logger=migrator t=2025-04-11T12:35:51.009990754Z level=info msg="Migration successfully executed" id="add metadata column to alert_rule table" duration=3.978334ms
grafana  | logger=migrator t=2025-04-11T12:35:51.011841587Z level=info msg="Executing migration" id="add metadata column to alert_rule_version table"
grafana  | logger=migrator t=2025-04-11T12:35:51.016322837Z level=info msg="Migration successfully executed" id="add metadata column to alert_rule_version table" duration=4.481875ms
grafana  | logger=migrator t=2025-04-11T12:35:51.017899754Z level=info msg="Executing migration" id="delete orphaned service account permissions"
grafana  | logger=migrator t=2025-04-11T12:35:51.018047879Z level=info msg="Migration successfully executed" id="delete orphaned service account permissions" duration=148.75µs
grafana  | logger=migrator t=2025-04-11T12:35:51.019537796Z level=info msg="Executing migration" id="adding action set permissions"
grafana  | logger=migrator t=2025-04-11T12:35:51.019839212Z level=info msg="Migration successfully executed" id="adding action set permissions" duration=299.792µs
grafana  | logger=migrator t=2025-04-11T12:35:51.021119754Z level=info msg="Executing migration" id="create user_external_session table"
grafana  | logger=migrator t=2025-04-11T12:35:51.021578671Z level=info msg="Migration successfully executed" id="create user_external_session table" duration=459.292µs
grafana  | logger=migrator t=2025-04-11T12:35:51.023531671Z level=info msg="Executing migration" id="increase name_id column length to 1024"
grafana  | logger=migrator t=2025-04-11T12:35:51.023567796Z level=info msg="Migration successfully executed" id="increase name_id column length to 1024" duration=36.792µs
grafana  | logger=migrator t=2025-04-11T12:35:51.025172337Z level=info msg="Executing migration" id="increase session_id column length to 1024"
grafana  | logger=migrator t=2025-04-11T12:35:51.025206087Z level=info msg="Migration successfully executed" id="increase session_id column length to 1024" duration=32.333µs
grafana  | logger=migrator t=2025-04-11T12:35:51.026345046Z level=info msg="Executing migration" id="remove scope from alert.notifications.receivers:create"
grafana  | logger=migrator t=2025-04-11T12:35:51.026534712Z level=info msg="Migration successfully executed" id="remove scope from alert.notifications.receivers:create" duration=190.166µs
grafana  | logger=migrator t=2025-04-11T12:35:51.027530046Z level=info msg="migrations completed" performed=629 skipped=0 duration=3.414347043s
grafana  | logger=migrator t=2025-04-11T12:35:51.027810129Z level=info msg="Unlocking database"
grafana  | logger=sqlstore t=2025-04-11T12:35:51.035325462Z level=info msg="Created default admin" user=admin
grafana  | logger=sqlstore t=2025-04-11T12:35:51.035456796Z level=info msg="Created default organization"
grafana  | logger=secrets t=2025-04-11T12:35:51.038192379Z level=info msg="Envelope encryption state" enabled=true currentprovider=secretKey.v1
grafana  | logger=plugin.angulardetectorsprovider.dynamic t=2025-04-11T12:35:51.070963671Z level=info msg="Restored cache from database" duration=240.459µs
grafana  | logger=plugin.store t=2025-04-11T12:35:51.075662379Z level=info msg="Loading plugins..."
grafana  | logger=local.finder t=2025-04-11T12:35:51.117842171Z level=warn msg="Skipping finding plugins as directory does not exist" path=/usr/share/grafana/plugins-bundled
grafana  | logger=plugins.registration t=2025-04-11T12:35:51.195101254Z level=info msg="Plugin registered" pluginId=grafana-opensearch-datasource
grafana  | logger=plugin.store t=2025-04-11T12:35:51.195359712Z level=info msg="Plugins loaded" count=55 duration=119.697667ms
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.208374796Z level=info msg="Locking database"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.208427004Z level=info msg="Starting DB migrations"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.209936837Z level=info msg="Executing migration" id="create resource_migration_log table"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.210881754Z level=info msg="Migration successfully executed" id="create resource_migration_log table" duration=944.916µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.217976671Z level=info msg="Executing migration" id="Initialize resource tables"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.218064171Z level=info msg="Migration successfully executed" id="Initialize resource tables" duration=90.458µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.219412629Z level=info msg="Executing migration" id="drop table resource"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.219460754Z level=info msg="Migration successfully executed" id="drop table resource" duration=48.458µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.220499129Z level=info msg="Executing migration" id="create table resource"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.221030546Z level=info msg="Migration successfully executed" id="create table resource" duration=531.375µs
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.223242504Z level=info msg="Executing migration" id="create table resource, index: 0"
grafana  | logger=resource-migrator t=2025-04-11T12:35:51.223754379Z level=info msg="Migration successfully executed" id="create table resource, index: 0" duration=511.958µs
